artist_familiarity,artist_hotness,duration,end_of_fade_in,key,loudness,release,song_hotness,start_of_fade_out,tempo,time_signature
0.567814264,0.376688631,124.15955,0.38,11,4.793,VenusEnvy,0.405652196,122.015,133.729,1
0.698770478,0.399451724,167.3922,0.131,4,17.623,Freddy'sFavorites:TheBestofANightmareOnElmStreet,0.445454525,163.149,139.136,4
0.352212817,0.297949266,350.71955,0.519,10,13.038,Ossoñosquevolven,0,334.17,152.013,4
0.682045692,0.373464228,190.24934,0,4,4.172,ForScreeningPurposesOnly,0.543052864,185.289,75.031,4
0.450852685,0.33238987,187.53261,0,11,23.527,TexasSongster,0.350979506,180.355,97.981,1
0.424278927,0.29547099,252.02893,0.149,3,8.639,SeuOlharNãoMente,0,252.029,168.323,4
0.602555589,0.389535576,329.35138,0,2,7.672,NeverBeScared/Don'tBeAHero,0.570850642,316.883,111.079,4
0.385417447,0.312131221,180.00934,0.258,0,13.668,S'WonderfulMovie'nBossa,0,171.648,133.009,4
0.539181188,0.276702625,244.45342,0,6,6.885,TimeandSpace,0.235846203,227.794,146.577,5
0.684994897,0.415517083,388.28363,2.49,0,16.433,LiveInTokyo,0.26396982,383.994,132.506,4
0.761362238,0.467110649,345.93914,0.416,2,6.951,DarkDaysInParadise,0.447135796,339.754,153.862,4
0.464481282,0,243.1473,0.525,9,14.737,Unepetitepause,0,235.886,93.238,4
0.681598553,0.537537201,261.74649,3.489,0,9.628,TheB52's,0.714046553,250.921,124.086,4
0.73118423,0.549204384,216.60689,0.177,9,3.736,PunkInternational,0.413739836,214.192,145.518,4
0.332330882,0,271.77751,0,0,6.947,Breaks_Beats&Blondes,0.319565987,267.761,90.648,3
0.632242851,0.453435791,133.27628,0,5,15.736,PeaceAtLast-EP,0.360370583,117.661,89.86,1
0.916058238,0.535408379,264.69832,0,9,5.871,Alright_Still(Deluxe),0.566988444,251.141,156.097,4
0.458055179,0.371760895,235.80689,0.131,10,9.716,MilesToMiles,0.253834736,235.807,101.03,4
0.618002715,0.349476327,192.1824,0.27,6,6.258,RoadKillOvercoat,0.519403046,192.182,155.038,4
0.465194733,0.36228409,418.87302,0.264,1,11.702,AddressingTheNationWithTheBlues,0.437351761,411.481,117.168,3
0.483703807,0.351624469,198.26893,0,2,14.509,LagrimasNegras,0.676548906,193.782,132.967,1
0.574400789,0.446071584,397.26975,0.392,9,6.788,Apogee,0.460541281,397.27,95.882,4
0.44104996,0.353000688,229.79873,0.205,4,12.772,BoneToPick,0.495293621,226.441,135.175,3
0.62799739,0.365339653,415.03302,0,1,6.751,PeeBoyEP,0,372.663,83.326,3
0.73699197,0.47722519,179.06893,0.844,0,17.522,IlmegliodiGloriana,0,175.92,161.054,4
0.422971308,0.317248425,320.60036,0,9,9.993,TimeWillTell,0,303.044,128.219,4
0.50039601,0.314882184,302.36689,14.588,6,12.99,4DayTornado,0,284.595,101.229,4
0.693009204,0.498668875,327.8624,0.38,0,6.531,TheAltogether,0.688521844,316.447,125.975,4
0.81592342,0.555138322,286.30159,0.177,1,6.933,Strength&Loyalty,0.557880389,273.601,154.09,4
0.747708669,0.52040786,168.75057,0.281,9,8.91,StraightOuttaCompton,0,165.86,97.099,4
0.847081688,0.625080481,218.8273,0.194,4,3.803,RevolutionsPerMinute,0.696469437,218.827,186.254,4
0.499939221,0.37444943,303.04608,0.102,1,10.57,PsychoDrama,0.215080319,292.664,210.47,4
0.679519208,0.491828704,191.81669,3.146,9,38.525,Aliens-TheDeluxeEdition,0.545230294,179.868,90.084,1
0.720808697,0.467133519,177.24036,0.107,2,1.843,MindControl,0.447135796,171.404,106.698,1
0.780461749,0.574274731,233.58649,0.229,2,3.937,CalloftheMastodon,0.784194616,233.586,89.78,4
0.400433513,0.266275286,38.3473,0,9,16.006,OneWorldOnePeople,0.214253449,38.347,107.177,7
0.599019959,0.374862616,100.85832,0,10,19.794,LiveFromDublin,0,100.858,152.258,4
0.521712214,0.351345077,151.53587,0,7,7.108,BahamianSongs,0,145.734,101.492,4
0.717991695,0.497711444,181.55057,0.133,1,9.334,Extreme,0.621765583,173.761,120.097,4
0.621213511,0.37425994,173.24363,0.09,8,6.021,TalesFromTheSick,0.606816327,161.414,88.835,4
0.589259678,0.389589781,155.74159,0.177,2,13.135,JerryButlerSelectedHitsVol.4,0,144.689,105.24,4
0.804523521,0.586433379,241.52771,0,10,7.255,SleepingWithGhosts,0.873702495,229.837,108.264,4
0.444926413,0.344814469,106.52689,4.104,9,12.385,500,0.323112121,106.527,97.76,4
0.588370653,0.413237884,224.28689,2.409,10,4.779,VirtuousWoman,0.537503904,217.623,241.877,4
0.711165787,0.466826993,340.29669,0.374,7,11.356,DeMusicaLigera,0.547324832,327.396,91.328,4
0.510794577,0.394127577,216.55465,3.17,8,8.147,MySoulSpeaks,0.494357324,209.537,130.062,4
0.690080124,0.466775622,279.2224,2.009,11,6.582,CandyFromAStranger,0.360370583,265.834,68.734,4
0.342558954,0.292656454,158.56281,0.223,2,16.527,MusicForChristmasLovers,0,153.211,94.658,3
0.626436382,0.374271174,234.44853,0.374,10,10.173,Exclusively,0.345802234,222.546,102.055,1
0.39413854,0.291539727,155.95057,0.299,2,14.123,CountryMastersVol1,0.462643183,144.283,109.065,1
0.341937434,0.244243643,233.53424,0,6,5.483,UltimateHappyHardcore3,0,226.04,184.981,4
0.583231605,0.411448143,256.80934,0,7,7.307,DirtyHarriet,0.405115722,242.95,201.802,3
0.635757022,0.379436972,159.03302,0.318,9,9.668,PleaseHelpMeI'mFallin',0,150.065,165.668,3
0.698770478,0.399451724,109.37424,2.258,6,18.349,BlueVelvet,0.615372256,101.825,61.883,1
0.473626728,0.378498493,239.98649,5.939,9,5.627,Disconnected,0.193857803,226.476,144.836,3
0.80113645,0.605507136,229.642,0,2,1.998,DiscoveringTheWaterfront,0.658623927,226.22,108.499,4
0.609538992,0.482131081,143.98649,0,11,7.901,MythTakes,0,134.6,193.978,4
0.062570763,0.233131687,153.20771,0,0,8.798,TheLastLivingAmericanMarxists,0.194735229,146.431,88.935,4
0.668509447,0.506545319,316.65587,0.164,4,5.934,GreatestHits,0.274281704,311.664,91.69,4
0.787098355,0.634412385,182.09914,0,1,10.7,Coda,0.31276992,182.099,210.8,7
0.655359115,0.405031298,205.21751,0.386,4,4.332,ThePink&TheLily,0.419674279,195.785,82.205,4
0.60542429,0.409292117,316.73424,0.165,3,15.54,Coastal,0.531612769,307.177,162.682,4
0.421792253,0.319209721,183.37914,0.207,4,11.428,Harry/SilentMotherNature,0,172.815,172.337,4
0.415784608,0.307902094,172.01587,0.331,1,9.745,GetReadyToRoll,0,167.869,175.393,4
0.612837504,0.482298832,377.67791,0.537,2,21.787,STRATA,0,364.037,109.671,5
0.564512291,0.3268453,153.28608,0,1,7.535,MinistryofSoundPresents100,0.721572661,147.696,125.558,4
0.487220327,0.44974631,465.60608,0.409,1,5.533,CreamTranceAnthemsIbiza2009,0.582918458,458.455,134.014,4
0.842368944,0.604655128,247.77098,0,5,8.901,NorthernDownpour,0.352232225,233.982,85.157,4
0.44240829,0.258671268,165.98159,0,1,15.915,LoveIsASometimesThing,0.274073578,156.624,86.162,4
0.362358559,0.298372721,368.16934,0.288,11,8.489,Guidum,0.319565987,351.469,93.106,4
0.542512528,0.403784235,266.4224,0,6,5.947,OhMyGod,0.636287224,266.422,80.149,4
0.6051397,0.420937755,316.49914,2.061,2,14.544,SeasonsOfTheSoul,0.761303218,303.148,95.981,4
0.68550363,0.446732968,224.60036,0.085,8,13.256,SteadyOn,0.425124658,219.214,210.871,4
0.581793766,0.401997543,259.44771,0.212,4,8.422,TheBuilding,0,249.667,106.689,1
0.593496044,0.404897335,43.36281,0,6,23.996,Live!AtTheRoyalAlbertHall,0,43.363,93.779,3
0.637533386,0.310614281,241.47546,0.194,0,14.835,AChristianChristmasCelebration(GiftofLove),0,223.927,98.718,4
0.421187326,0.310544672,138.63138,0.206,4,9.672,OhMeinPapa,0,134.24,159.587,1
0.524265131,0.372232889,270.602,0.504,2,10.754,SimplyGlad,0.473346541,265.752,192.702,5
0.47013483,0.320517791,218.38322,0.199,7,4.37,RumbasSinFronteRas,0.400443466,211.011,118.595,4
0.556566973,0.431824888,407.37914,0.701,6,7.884,KuttFree,0,401.421,89.345,5
0.654594982,0.396356237,337.68444,0,4,5.134,TenTonneEP,0.392008771,326.995,174.993,4
0.476747681,0.294053193,207.43791,0.537,9,11.255,AmericanLegend,0.419125893,198.159,97.538,4
0.331874146,0.3228233,197.19791,0,7,16.113,...TillThen,0.253834736,185.481,159.233,1
0.575674218,0.366820788,326.00771,0,0,17.492,LiveAtFillmoreWest[w/bonustracks],0.662493161,320.012,100.415,4
0.713274972,0.377593082,305.162,0.189,9,6.301,Whaler,0.599660358,283.527,105.003,4
0.902062927,0.554633231,279.97995,0,7,6.294,LupeFiasco'sTheCool,0.888813538,265.131,110.218,4
0.451977717,0.331351565,75.67628,0,11,22.752,NothingToRemember,0.427446571,75.676,186.882,3
0.837872047,0.532803542,290.55955,0.119,1,4.169,LoveAngelMusicBaby,0.684613086,290.56,113.995,4
0.589903022,0.420692588,363.85914,0.233,4,6.977,MajorImpacts,0.64068403,355.776,90.199,1
0.602868067,0.449002436,282.43546,0.156,10,14.041,HarshRealities,0.334706549,278.082,111.032,3
0.806762596,0.580095045,75.57179,0,6,7.626,LiveInTheLou,0.215080319,75.572,100.032,4
0.44802055,0.369535728,338.1024,0,1,6.318,LyricistLoungeVol.1,0.401486711,333.769,185.88,4
0.6051397,0.420937755,298.10893,0.177,0,12.811,DaughtersOftheCelticMoon:AWindhamHillCollectionfeaturingLisaLynne,0.673875572,288.044,94.031,5
0.758678715,0.557562472,213.49832,0.374,2,5.537,Rattlesnake!,0.590252715,213.498,202.233,4
0.560557984,0.452789477,351.08526,0,7,7.513,ChasingMonsters,0.428702263,343.748,133.405,5
0.628886848,0.310754057,305.89342,0,5,4.053,TheFaithless,0.334706549,302.817,124.872,1
0,0.387635478,135.52281,0.466,0,13.781,SantaClausIsComingToTown,0,129.927,169.878,4
0.53915621,0.360648925,269.76608,2.775,7,6.996,Ocean,0,249.533,101.01,4
0.842431482,0.526458223,221.67465,0,2,2.838,SoWrong_It'sRight,0.270775999,202.374,91.483,4
0.571422802,0.423356106,261.74649,0.2,9,15.008,FrenchTouch,0.340922756,250.16,76.296,3
0.528835698,0.343133497,225.67138,0.392,7,6.908,RoundEveryCorner,0.265861049,219.87,116.984,4
0.501125001,0.298269163,56.42404,0.061,2,2.704,HighKicks,0,52.512,123.695,4
0.416985864,0.267454194,134.03383,0,2,8.933,ExtasickandThisDirtyMusick,0,125.167,91.459,4
0.851218064,0.510490081,193.64526,4.29,4,5.797,Hustlenomics,0.304169503,184.082,174.019,4
0.363734084,0.140390475,176.90077,0.456,2,18.724,Acrossthenation,0,171.915,97.619,3
0.79309437,0.568491815,196.72771,0,9,5.386,LiveOnSt.Patrick'sDay,0.528782481,183.687,183.808,4
0.560882279,0.345063467,281.46893,0.357,1,4.583,Secrets&Lies,0.425124658,275.725,92.044,3
0.67161064,0.421973968,224.20853,0,9,5.893,TheMeltingMoon,0.524969055,214.866,126.806,4
0.38477219,0,170.31791,0.293,5,17.805,TheLegendaryLeonardKwan:TheCompleteEarlyRecordings,0,163.318,108.912,4
0.494073815,0.328073305,361.53424,0,6,4.228,InThisPlace,0.255519804,356.525,160.731,4
0.338173032,0.279901462,367.43791,0.357,1,6.622,LaCharangaSoyYo,0,362.458,203.964,5
0.457207166,0.320919611,340.11383,0,10,12.752,Ultra-Lounge_Vol.17:Bongoland,0.525497119,333.201,112.097,4
0.695416519,0.412110495,280.13669,0.148,0,13.078,Suddenly,0.503381236,270.501,125.147,4
0.522590185,0.390641236,212.71465,0.427,0,11.26,Joyful,0,205.311,128.689,4
0.749395045,0.464517526,277.2371,0,11,3.573,Ultraviolet,0.573019828,272.881,140.026,4
0.684994897,0.415517083,492.30322,5.254,9,12.091,CompactDisc,0.639248489,480.403,193.56,4
0.27585437,0.423356106,309.65506,0,0,13.481,OriginalAlbumClassics,0.266955186,301,111.663,4
0.581884359,0.347006921,81.97179,0.2,2,6.746,RadioHits,0.299877488,76.167,100.76,4
0.185774967,0,757.99465,0.444,2,16.077,TheFlowingWaters,0,744.96,163.67,4
0.508676201,0.377888131,196.49261,0,7,10.324,OneSidedStory,0,185.191,127.298,4
0.499302193,0.387294172,281.88689,0.09,0,6.608,BalkanBeatsVolume2,0.407901717,272.765,98.151,4
0.224787871,0.24305321,338.36363,0,3,14.952,Zetrons,0,330.362,65.054,4
0.50373879,0.359290849,256.62649,0,1,12.102,RootsAndCultureVolume3,0.225940273,241.801,161.796,4
0.710203377,0.51484988,291.02975,0,7,4.507,VictorySongs,0.660344383,271.72,179.988,3
0.516618213,0.412390713,293.27628,0,2,5.568,ZoukSun-HitMégamix,0.249944546,293.276,90.008,4
0.756063871,0.491468882,334.78485,0.236,1,9.636,Labcabincalifornia,0.578658188,322.554,95.816,4
0.404499596,0.331642439,215.82322,0.224,4,9.559,YstävänLaulu-25UnohtumatontaLaulua,0,208.84,100.612,4
0.758678715,0.557562472,237.42649,2.786,7,4.621,FasoLatido,0.542307526,227.498,80.41,4
0.718381342,0.455825979,271.5424,0.119,6,3.536,NuclearBlastShowdown2006,0.716321271,267.633,150.086,4
0.375962133,0.349873381,269.87057,0.113,5,8.089,BellesDeZouk,0.247625764,258.728,173.936,4
0.831240277,0.737884133,266.73587,2.566,6,7.834,MiReflejo,0.622435137,252.54,117.984,4
0.60773432,0.448452837,312.76363,0.297,8,3.319,ParodyOfLife,0.212045405,308.227,153.551,4
0.752365974,0.440107997,172.19873,0.415,6,4.806,EighteenVisions,0.660369706,170.156,131.079,4
0.561487776,0.333596877,288.36526,0.543,2,10.895,TheBabyHueyStory:TheLivingLegend,0.476248227,280.729,132.973,1
0.830884642,0.776167742,180.97587,2.635,2,3.637,TheGreenAlbum,0.784712266,172.054,142.68,4
0.415784608,0.307902094,217.41669,0.147,1,7.041,GreatestHits,0.451934553,214.367,107.185,4
0.544835431,0.331863557,150.20363,2.426,0,11.927,BootsRandolph'sYaketySax!,0.375984302,144.126,101.485,3
0.574984394,0.317016495,204.93016,0.305,11,4.941,HarmonyAndDissidence,0.445454525,195.141,90.636,4
0.36766771,0.234169894,257.59302,0.27,0,9.224,TheBestOf(featuringJohnnyGuitarWilliamson),0.239577511,249.347,121.232,4
0.633313608,0.419860994,251.81995,0,2,8.654,lomejordeLuarnaLubre,0.400039657,238.51,229.913,3
0.501246444,0.354825639,59.89832,0,1,27.806,Divergent,0.288481643,59.898,75.127,1
0.533724477,0.370747684,261.90322,0.212,10,6.206,SoyComoSoy,0.697181542,257.62,106.769,4
0.563845985,0.344540601,365.71383,0,9,14.979,AllInTheMind,0.375984302,360.124,120.876,5
0.739684335,0.553596233,101.14567,0,7,4.179,TheSimpleLife:CampfireSongs,0.237845943,94.668,144.954,4
0.484893131,0.344871922,222.11873,0,11,8.471,Senseless:LiveAtCantone's_1982,0.492299861,215.568,147.661,4
0.262129375,0.175955738,281.75628,0.239,8,6.816,Don'tSleep,0.192726916,268.864,172.287,4
0.547938241,0.374791219,113.60608,0.223,2,11.661,Cormorant,0.23979456,110.022,100.15,1
0.832757431,0.546383748,136.95955,0.09,0,3.806,Supremacy,0,133.341,85.771,4
0.731065756,0.509878708,195.36934,0.107,5,6.481,Release,0.603030145,184.941,140.259,4
0.462996094,0.329391949,193.72363,0.763,4,9.131,TheTruth,0.241524482,185.707,91.538,4
0.748320703,0.545865917,388.51873,0.195,9,5.68,LaLeyenda,0,382.235,106.438,1
0.705745818,0.359064296,261.53751,0.253,1,6.825,ChainLetter,0.215080319,257.295,111.936,4
0.508636229,0.372119119,262.55628,0.396,2,7.499,Rubikon,0.457447167,251.699,93.015,4
0.731208047,0.547506775,1030.19057,0.189,0,18.91,EverythingWentBlack,0.499445835,1027.483,70.649,5
0.409796621,0.266343082,183.43138,0,0,9.718,Asi,0,180.495,85.878,5
0.597113363,0.376556981,293.92934,0.212,5,9.464,Bestof1991-2001HiddenHarvest,0.511424326,276.59,163.567,4
0.504300516,0.379902866,332.7473,0.401,11,3.47,SatanicGrimoire,0,319.977,121.553,4
0.633220624,0.410247407,159.29424,0.347,1,10.453,TheYoungMods'ForgottenStory,0.392008771,151.684,81.586,5
0.57944035,0.390981124,181.49832,0.316,2,10.269,TheOriginalMemphisBluesBrothers,0,176.152,105.927,3
0.530631077,0.326235946,169.56036,0,4,4.969,DasAlbumzumFilm,0,157.727,88.001,3
0.686720834,0.408091819,223.89506,0.148,2,9.899,See,0.405052003,214.808,113.058,1
